"","pmid","citing"
"379",28134931,28662698
"380",28122487,29689044
"381",28122487,29558483
"382",28122487,29065859
"383",28122487,28985340
"384",28122487,28947819
"385",28122487,28257629
"386",28118853,28947657
"387",28115643,28703770
"388",28115389,29615472
"389",28115389,29321190
"390",28101896,29739310
"391",28101896,29301493
"392",28100588,28431148
"393",28099084,29465536
"394",28096347,29643204
"395",28096347,29390960
"396",28096347,28561751
"397",28078450,29742886
"398",28078450,29416433
"399",28078450,29324254
"400",28060757,29437869
"401",28060757,29361689
"402",28049704,29309036
"403",28049704,29225704
"404",28049704,28431148
"405",28035987,29682505
"406",28035987,29381923
"407",28035987,28758105
"408",28035987,28471386
"409",28027800,29760810
"410",28027800,29295510
"411",28027800,29204943
"412",28027800,28812058
"413",28012829,29239145
"414",28006857,29439385
"415",28006857,29410710
"416",28006857,29209433
"417",28006857,29196639
"418",28006857,28977928
"419",28003471,28874739
"420",27996157,29492307
"421",27993162,29483655
"422",27986580,28878180
"423",27986580,28611525
"424",27986442,29224673
"425",27965292,29705598
"426",27965292,29615469
"427",27965292,29565245
"428",27965292,29505568
"429",27965292,29309036
"430",27965292,29308092
"431",27965292,29239145
"432",27965292,28974576
"433",27965292,28803918
"434",27965292,28585566
"435",27965292,28561751
"436",27965292,28523221
"437",27965292,28450582
"438",27965292,28406439
"439",27956470,29626069
"440",27956470,28592995
"441",27956470,27980004
"442",27955637,28714940
"443",27955637,28293327
"444",27940170,29780356
"445",27940170,29474484
"446",27940170,28216563
"447",27934698,28605529
"448",27934698,28445416
"449",27934698,28406439
"450",27934698,28377786
"451",27931521,28737682
"452",27930411,28977914
"453",27930411,28439272
"454",27924165,29618728
"455",27924165,28928767
"456",27924012,29367313
"457",27924012,29301786
"458",27924012,29109480
"459",27923922,29507063
"460",27923922,29257114
"461",27923922,29071814
"462",27923922,29061896
"463",27923922,28890938
"464",27923922,28507118
"465",27914298,29676296
"466",27911936,28860856
"467",27903268,29448939
"468",27903268,28454014
"469",27903268,28416970
"470",27900322,28824558
"471",27899577,29505568
"472",27899577,28630288
"473",27899577,28431148
"474",27898068,29070016
"475",27895722,28491150
"476",27894878,28828268
"477",27889452,29420631
"478",27889452,29324878
"479",27889452,29126440
"480",27889452,28865172
"481",27889452,28844864
"482",27889452,28820335
"483",27889452,28812991
"484",27889452,28723239
"485",27889452,28672805
"486",27889452,28439018
"487",27889452,28293272
"488",27889452,28202537
"489",27875251,29843714
"490",27875251,29666196
"491",27875251,29642384
"492",27875251,29635476
"493",27875251,29565245
"494",27875251,29276809
"495",27875251,29239145
"496",27875251,29040764
"497",27875251,28806172
"498",27874048,29239145
"499",27872686,29315258
"500",27872686,28386015
"501",27872649,29615669
"502",27863519,29483655
"503",27863519,29445086
"504",27863519,29351814
"505",27863519,29036642
"506",27863519,28806172
"507",27863519,27993162
"508",27852031,29682101
"509",27843500,29643204
"510",27843500,28561751
"511",27843499,29643204
"512",27843499,29239145
"513",27843499,29211708
"514",27843499,28742021
"515",27843499,28561751
"516",27737877,29437869
"517",27737877,29118269
"518",27737877,29038297
"519",27737877,28548123
"520",27737877,28454433
"521",27737877,28321395
"522",27635049,29332159
"523",27618310,29705908
"524",27618310,29643204
"525",27618310,29615469
"526",27618310,29327725
"527",27618310,29239145
"528",27618310,29226270
"529",27618310,28887438
"530",27618310,28800766
"531",27618310,28611545
"532",27618310,28588432
"533",27618310,28549865
"534",27618310,28483779
"535",27618310,28450582
"536",27618310,28114097
"537",27618310,28096347
"538",27618310,27965292
"539",27618310,27875251
"540",27791114,29395906
"541",27791114,29317756
"542",27791114,29158107
"543",27791114,29127279
"544",27791114,28445427
"545",27788189,29540476
"546",27788189,29459425
"547",27788189,29440310
"548",27788189,29078269
"549",27788189,28542902
"550",27788189,28126903
"551",27338297,29593737
"552",27338297,29439290
"553",27338297,29321042
"554",27338297,29074164
"555",27338297,28841779
"556",27338297,28663794
"557",27338297,28640813
"558",27338297,28472109
"559",27338297,28470479
"560",27338297,27690369
"561",27338297,27338170
"562",27782844,29187847
"563",27782844,29084536
"564",27782844,28104803
"565",27780869,28851455
"566",27779653,29693192
"567",27777635,29100411
"568",27776125,28812026
"569",27776125,27867026
"570",27756768,28919048
"571",27726131,28798547
"572",27708261,29449901
"573",27708261,28957461
"574",27708261,28389320
"575",27708261,28017728
"576",27702814,29632298
"577",27702814,29610583
"578",27702814,29565245
"579",27702814,29538441
"580",27702814,29462141
"581",27702814,29288153
"582",27702814,28945883
"583",27658966,29167373
"584",27658966,29042669
"585",27658966,28833069
"586",27658966,28820319
"587",27658966,28640667
"588",27658966,27999332
"589",27646854,29285212
"590",27646854,29206173
"591",27646854,29079534
"592",27646854,28105421
"593",27646854,27800025
"594",27626653,29444933
"595",27626653,28842508
"596",27626653,28633017
"597",27583184,28100588
"598",27573482,29115936
"599",27573169,29389895
"600",27573169,28848242
"601",27573169,28184293
"602",27573169,28097235
"603",27573169,27993796
"604",27565927,28854904
"605",27565927,28821874
"606",27565927,28331435
"607",27553991,29165157
"608",27553991,28753482
"609",27553991,28645023
"610",27538454,28394852
"611",27529801,28322275
"612",27527733,28580196
"613",27527733,28456751
"614",27527733,28090383
"615",27525044,29703894
"616",27525044,29643204
"617",27525044,29610583
"618",27525044,29565245
"619",27525044,29562219
"620",27525044,29505560
"621",27525044,29465398
"622",27525044,29460123
"623",27525044,29392473
"624",27525044,29364900
"625",27525044,29309036
"626",27525044,29211708
"627",27525044,29209557
"628",27525044,29201157
"629",27525044,29077515
"630",27525044,29028794
"631",27525044,28854222
"632",27525044,28830007
"633",27525044,28803918
"634",27525044,28765607
"635",27511122,28957348
"636",27510928,29587629
"637",27510928,29462190
"638",27510928,29312227
"639",27510928,29129531
"640",27510928,28828268
"641",27510928,28818736
"642",27510928,28703771
"643",27510928,28676109
"644",27507047,29616129
"645",27507047,29187878
"646",27507047,28881702
"647",27507047,28467809
"648",27496716,29372669
"649",27496716,29190921
"650",27496716,29165653
"651",27485273,29854877
"652",27485273,28126650
"653",27476979,28860887
"654",27476979,28061985
"655",27465741,28270149
"656",27430361,29387036
"657",27430361,29367513
"658",27430361,29312473
"659",27430361,28966303
"660",27430361,28798076
"661",27430361,28749164
"662",27430361,28730643
"663",27430361,28592709
"664",27430361,28529249
"665",27430361,28123166
"666",27430361,27890804
"667",27430361,27832312
"668",27428429,29637811
"669",27428429,29466729
"670",27428429,29399332
"671",27428429,29290776
"672",27428429,29211708
"673",27428429,29028794
"674",27428429,28679751
"675",27428429,28512217
"676",27428332,28883657
"677",27428332,28640667
"678",27428332,27525044
"679",27419368,29712937
"680",27419368,29209557
"681",27419368,28948237
"682",27419368,28904640
"683",27419368,28677663
"684",27419368,28134023
"685",27419368,27874048
"686",27402545,29648536
"687",27402545,29441061
"688",27402545,29364900
"689",27402545,29211049
"690",27402545,28801529
"691",27402545,28522611
"692",27402545,28359286
"693",27402545,28125999
"694",27402545,27402545
"695",27398095,29658938
"696",27398095,29361190
"697",27398095,28855262
"698",27398095,28706189
"699",27397927,28742980
"700",27391152,28758105
"701",27391152,28598398
"702",27391152,28060757
"703",27391152,28035987
"704",27391152,27955637
"705",27391152,27738762
"706",27385266,29564023
"707",27385266,29220448
"708",27385266,28981588
"709",27385266,28881702
"710",27385266,28881655
"711",27385266,28814981
"712",27385266,28758105
"713",27385266,28603585
"714",27385266,28211810
"715",27385266,27918480
"716",27385266,27529515
"717",27375206,28684753
"718",27375206,28535662
"719",27375206,28299336
"720",27375206,28141798
"721",27357600,29799567
"722",27357600,29552272
"723",27351216,29706891
"724",27351216,29649143
"725",27351216,29212206
"726",27351216,28179585
"727",27322684,28572863
"728",27322684,28278071
"729",27322684,28216563
"730",27319353,29643204
"731",27319353,29257265
"732",27319353,28745987
"733",27319353,28431148
"734",27319353,28228978
"735",27319353,27900322
"736",27319353,27843500
"737",27319353,27525044
"738",27317098,29460123
"739",27317098,28707075
"740",27317098,27605361
"741",27315018,29149223
"742",27301971,29315213
"743",27301971,28664156
"744",27301971,27980689
"745",27293999,29262603
"746",27293999,29207055
"747",27279483,29792186
"748",27279483,29286165
"749",27279483,27812180
"750",27275474,29483958
"751",27275474,28839988
"752",27275474,28469790
"753",27259265,28693253
"754",27259265,28596594
"755",27259265,28557342
"756",27254598,29465788
"757",27254598,29218253
"758",27254598,29156615
"759",27254598,29138528
"760",27254598,28392479
"761",27247436,29514260
"762",27247436,29510515
"763",27247436,29434031
"764",27247436,29426337
"765",27247436,29073095
"766",27247436,28096489
"767",27247436,28053097
"768",27247436,27626441
"769",27247436,27626439
"770",27247436,27548206
"771",27247436,27541140
"772",27243754,29748604
"773",27243754,28646162
"774",27242996,29312227
"775",27242996,28698226
"776",27242996,27737553
"777",27237587,29545568
"778",27237587,29253179
"779",27237587,28883826
"780",27237587,28739276
"781",27237587,28644387
"782",27237587,28629774
"783",27237587,27921283
"784",27237587,27890659
"785",27237587,27550810
"786",27222668,29410709
"787",27222668,28191261
"788",27222668,28055307
"789",27222668,27749902
"790",27219456,28454014
"791",27219456,28255530
"792",27219456,28234022
"793",27212035,29760958
"794",27212035,29379165
"795",27212035,29290794
"796",27212035,29263152
"797",27212035,29050200
"798",27212035,28785086
"799",27212035,28643330
"800",27212035,28510041
"801",27212035,28467776
"802",27212035,28302417
"803",27212035,28096629
"804",27212035,28039441
"805",27212035,27893710
"806",27212035,27259275
"807",27197217,29643204
"808",27197217,29568354
"809",27197217,29505568
"810",27197217,29462141
"811",27197217,29392473
"812",27197217,29361689
"813",27197217,29239145
"814",27197217,29109480
"815",27197217,29028794
"816",27197217,28855259
"817",27197217,28796798
"818",27197217,28745987
"819",27197217,28715472
"820",27197217,28630288
"821",27197217,28561751
"822",27197217,28491150
"823",27197217,28228978
"824",27197217,28166262
"825",27197217,27980689
"826",27197217,27900322
"827",27196573,29854854
"828",27196573,29742733
"829",27196573,29437869
"830",27196573,29399387
"831",27196573,29361689
"832",27196573,29245908
"833",27196573,29108360
"834",27196573,29085667
"835",27196573,29069824
"836",27196573,29038297
"837",27196573,29037958
"838",27196573,28903381
"839",27196573,28623901
"840",27196573,28406723
"841",27196573,28267224
"842",27196573,28123883
"843",27196573,28097472
"844",27196573,27738762
"845",27196573,27737877
"846",27189538,28825669
"847",27189538,28637466
"848",27189538,28431148
"849",27189538,28362825
"850",27189538,27525044
"851",27178226,28575352
"852",27161561,28972564
"853",27158268,29643204
"854",27158268,29610582
"855",27158268,29593697
"856",27158268,29565245
"857",27158268,29505568
"858",27158268,29482575
"859",27158268,29462141
"860",27158268,29460123
"861",27158268,29392473
"862",27158268,29390960
"863",27158268,29378768
"864",27158268,29357978
"865",27158268,29351742
"866",27158268,29332159
"867",27158268,29330501
"868",27158268,29301786
"869",27158268,29288557
"870",27158268,29255497
"871",27158268,29229810
"872",27158268,29201157
"873",27154225,29649143
"874",27154225,28642863
"875",27153821,29497436
"876",27131603,29492295
"877",27128314,28985340
"878",27128314,27280705
"879",27116673,29458329
"880",27103439,29849887
"881",27103439,27966783
"882",27099633,28431148
"883",27099633,28100588
"884",27098918,29089032
"885",27098918,28605529
"886",27098918,28406439
"887",27098918,27934698
"888",27098005,29138870
"889",27095191,28431148
"890",27095191,28100588
"891",27095191,27583184
"892",27083515,29497113
"893",27083515,28860124
"894",27083515,28360846
"895",27066301,29392473
"896",27066301,28158585
"897",27066301,27389686
"898",27060702,29392473
"899",27060702,29320577
"900",27060702,28842508
"901",27060702,27489570
"902",27051466,29483832
"903",27046835,29843609
"904",27046835,29250704
"905",27046835,28829942
"906",27046835,27655631
"907",27038793,28619747
"908",27038728,29700072
"909",27038728,29410709
"910",27038728,29333318
"911",27038728,29258399
"912",27038728,29119010
"913",27038728,29020142
"914",27038728,28785591
"915",27038728,28515798
"916",27038728,28270149
"917",27038728,27973581
"918",27027282,29796115
"919",27027282,29710796
"920",27027282,29685977
"921",27027282,29637072
"922",27027282,29615911
"923",27027282,29492310
"924",27027282,29492292
"925",27027282,29449798
"926",27027282,29273787
"927",27027282,29201597
"928",27027282,29097205
"929",27027282,29074164
"930",27027282,29066820
"931",27027282,29036602
"932",27027282,28947654
"933",27027282,28933854
"934",27027282,28930980
"935",27027282,28800257
"936",27027282,28782606
"937",27027282,28715472
"938",27019040,29760810
"939",27019040,29499450
"940",27019040,29268765
"941",27019040,28587163
"942",27019040,28234024
"943",27019040,28199414
"944",27019040,28031075
"945",27019040,28008399
"946",27016617,29643204
"947",27016617,29505568
"948",27016617,29505560
"949",27016617,29496693
"950",27016617,29239145
"951",27016617,29211708
"952",27016617,29201157
"953",27016617,28803918
"954",27016617,28431148
"955",27016617,28300471
"956",27016617,27899577
"957",27016617,27875251
"958",27015063,27278674
"959",27014690,29615469
"960",27014690,29565245
"961",27014690,29201157
"962",27014690,28957348
"963",27014690,28679751
"964",27014690,28640667
"965",27014690,28406439
"966",27014690,27875251
"967",27014690,27016617
"968",27003747,29122605
"969",27003747,28420980
"970",27003747,28266650
"971",26996985,28540576
"972",26990528,29075360
"973",26990528,28571546
"974",26990528,28351896
"975",26990528,28284043
"976",26990528,27760329
"977",26990047,29239145
"978",26990047,28567415
"979",26990047,27874048
"980",26989787,29568810
"981",26989787,29568809
"982",26989787,29479575
"983",26989787,29435275
"984",26989787,29333505
"985",26989787,29084556
"986",26989787,28524743
"987",26989787,28367517
"988",26989787,28102836
"989",26989787,27932878
"990",26989787,27829296
"991",26989787,27812550
"992",26987730,29491954
"993",26987730,28165062
"994",26987730,27919246
"995",26974671,28674382
"996",26974671,27570078
"997",26971491,29042646
"998",26971491,28881789
"999",26971491,28605656
"1000",26971491,28540987
"1001",26971491,28533824
"1002",26971491,28122331
"1003",26971491,27902488
"1004",26963372,29712937
"1005",26963372,29445728
"1006",26963372,29209557
"1007",26963372,28948237
"1008",26963372,28904640
"1009",26963372,28678877
"1010",26963372,28677663
"1011",26963372,28134023
"1012",26963372,27919338
"1013",26958597,28480322
"1014",26957558,29750053
"1015",26957558,29386021
"1016",26957558,29137264
"1017",26957558,28902152
"1018",26957558,28652429
"1019",26957558,28623901
"1020",26957558,27738762
"1021",26957474,29492295
"1022",26957474,29329290
"1023",26957474,29317670
"1024",26957474,29237021
"1025",26957474,29018194
"1026",26957474,28854222
"1027",26957474,28663337
"1028",26957474,28630288
"1029",26957474,27980689
"1030",26957474,27743609
"1031",26957474,27655786
"1032",26957474,27525044
"1033",26950403,28932623
"1034",26947037,29122605
"1035",26947037,28188148
"1036",26945992,28222775
"1037",26945992,27222668
"1038",26934703,29579066
"1039",26929622,29329209
"1040",26929622,29231857
"1041",26929622,28572724
"1042",26929603,28955179
"1043",26929209,29378768
"1044",26929209,29211049
"1045",26929209,28781165
"1046",26929209,28611545
"1047",26929209,28588432
"1048",26929209,27158268
"1049",26918048,29712937
"1050",26912865,29793520
"1051",26912865,29686828
"1052",26912865,29666196
"1053",26912865,29615469
"1054",26912865,29533181
"1055",26912865,29460123
"1056",26912865,29371508
"1057",26912865,29340213
"1058",26912865,29339519
"1059",26912865,29320577
"1060",26912865,29301786
"1061",26912865,29262603
"1062",26912865,29074164
"1063",26912865,28981642
"1064",26912865,28934506
"1065",26912865,28898397
"1066",26912865,28844698
"1067",26912865,28765607
"1068",26912865,28640667
"1069",26912865,28586325
"1070",26904537,29301786
"1071",26904537,28166262
"1072",26904537,28125999
"1073",26904537,27926505
"1074",26904537,27158268
"1075",26901440,29705908
"1076",26901440,29705598
"1077",26901440,29392473
"1078",26901440,29201157
"1079",26901440,29125960
"1080",26901440,28883991
"1081",26901440,28742021
"1082",26901440,28611545
"1083",26901440,28450582
"1084",26901440,28387726
"1085",26901440,28301478
"1086",26901440,28111472
"1087",26901440,28096347
"1088",26901440,28089370
"1089",26901440,27941802
"1090",26901440,27899577
"1091",26901440,27875251
"1092",26901440,27777812
"1093",26901440,27743609
"1094",26901440,27618310
"1095",26898615,29464099
"1096",26898615,29455642
"1097",26898615,28050598
"1098",26898615,27413712
"1099",26895064,27016617
"1100",26895063,28662698
"1101",26895063,27899577
"1102",26895063,27895722
"1103",26895062,29309035
"1104",26895062,28691041
"1105",26895062,28060343
"1106",26895061,29201157
"1107",26895061,28605529
"1108",26895060,29309036
"1109",26895059,29309036
"1110",26895059,27899577
"1111",26895059,27843500
"1112",26895058,28174687
"1113",26895057,28431148
"1114",26895057,27899577
"1115",26895057,27525044
"1116",26895056,27525044
"1117",26895055,29154869
"1118",26895052,29643204
"1119",26895052,29505568
"1120",26895052,29028794
"1121",26895052,28883657
"1122",26895052,28806172
"1123",26895052,28483779
"1124",26895052,28415677
"1125",26895052,27525044
"1126",26895048,28096347
"1127",26895047,28096347
"1128",26895047,27843500
"1129",26895047,27319353
"1130",26895046,28096347
"1131",26895046,27478512
"1132",26895043,28100305
"1133",26895043,27875251
"1134",26893874,27744403
"1135",26883197,29500276
"1136",26883197,28947565
"1137",26883197,28758974
"1138",26883197,28679300
"1139",26883197,28489568
"1140",26883197,28480306
"1141",26883197,28337274
"1142",26882368,29760811
"1143",26880576,29662492
"1144",26880576,29622565
"1145",26880576,29546673
"1146",26880576,29315404
"1147",26880576,29247853
"1148",26880576,28977560
"1149",26880576,28860276
"1150",26880576,28738408
"1151",26880576,28596706
"1152",26880576,28475463
"1153",26880576,28475461
"1154",26880576,28402412
"1155",26880576,28362255
"1156",26880576,28279982
"1157",26880576,28273161
"1158",26880576,27821552
"1159",26880576,27696330
"1160",26880576,27678529
"1161",26880576,27531928
"1162",26880576,27353409
"1163",26880326,28981865
"1164",26880326,28572915
"1165",26880326,28141868
"1166",26880326,28067073
"1167",26872770,29590185
"1168",26872770,29491954
"1169",26872770,29325122
"1170",26872770,29255493
"1171",26872770,28505260
"1172",26843623,29301509
"1173",26843623,28630288
"1174",26843623,27248499
"1175",26837421,27623937
"1176",26836306,29745895
"1177",26836306,29703926
"1178",26836306,29138238
"1179",26836306,29101321
"1180",26836306,29050362
"1181",26836306,29037228
"1182",26836306,28696215
"1183",26836306,28323615
"1184",26836306,28134930
"1185",26836306,27989554
"1186",26836306,27525044
"1187",26828698,29348786
"1188",26828698,28116311
"1189",26828698,27845713
"1190",26823755,29543757
"1191",26823755,29088760
"1192",26823755,28572862
"1193",26810492,29339410
"1194",26810492,28294943
"1195",26810492,27525044
"1196",26810492,27446907
"1197",26804237,29610725
"1198",26804237,29531833
"1199",26804237,27698683
"1200",26801515,29686887
"1201",26801515,29499450
"1202",26801515,28959657
"1203",26801515,27663243
"1204",26786189,29439003
"1205",26786189,29138870
"1206",26786189,28484492
"1207",26786189,27222668
"1208",26786189,27181711
"1209",26781081,29180785
"1210",26781081,28765607
"1211",26781081,27346230
"1212",26778509,29725457
"1213",26778509,28754128
"1214",26778509,27624276
"1215",26778509,27453791
"1216",26778509,27222668
"1217",26776304,28851350
"1218",26776304,28526080
"1219",26776304,28257033
"1220",26763876,29868118
"1221",26763876,28972564
"1222",26763876,28575107
"1223",26763876,28471386
"1224",26763876,28222152
"1225",26763876,27446907
"1226",26763876,27158268
"1227",26743714,29744394
"1228",26743714,29648536
"1229",26743714,29565245
"1230",26743714,29562219
"1231",26743714,29312227
"1232",26743714,28945883
"1233",26743714,28931686
"1234",26743714,28524723
"1235",26743714,28483779
"1236",26743714,28245871
"1237",26743714,28166262
"1238",26743714,27999094
"1239",26743714,27965292
"1240",26743714,27895722
"1241",26743714,27875251
"1242",26743714,27863519
"1243",26743714,27588042
"1244",26743714,27525044
"1245",26743714,27478512
"1246",26743714,27446907
"1247",26742007,29805663
"1248",26742007,28871001
